id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,abstract,versions/0/version,versions/0/created,versions/1/version,versions/1/created,update_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9808022,Piero Olla,Piero Olla,Forces and torques on non-spherical particles in viscous shear flows,"27 pages, Latex, 7 eps figure included; new results included",,,,chao-dyn nlin.CD,,"  The behavior of a non-spherical particle in a viscous, plane channel flow is
studied by means of a combination of analytical technique and geometrical
reasoning. An efficient implementation of Lamb's general solution is adopted,
allowing rapid calculation, in the perturbative quasi-spherical regime, of
forces and torques coming from the particle interaction with the flow gradients
and from the presence of the walls. Particular attention is given to the role
of symmetries in the problem. A classification of the effects of departures
from spherical shape on the motion of a particle in various kinds of shear flow
is provided. Additional applications to problems involving particles with
streaming boundaries are presented.
",v1,"Thu, 27 Aug 1998 09:42:48 GMT",v2,"Wed, 2 Jun 1999 09:55:22 GMT",23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809001,Ricardo Mansilla Corona,"R. Mansilla, G. Cocho","Expansion-modificaction systems: an explanation for long range
  correlations in DNA","46 pages, 3 figures, submitted to the Chaos journal, email:
  mansilla@scifunam.ifisicacu.unam.mx, cocho@fenix.ifisicacu.unam.mx",,,,chao-dyn adap-org cond-mat.dis-nn cond-mat.stat-mech nlin.AO nlin.CD q-bio,,"  Based on a model first studied in [Physical Review A, vol. 43,
5240-5260,1991] properties of correlation function for expansion-modification
systems are developed. The existence of several characteristic exponents is
proved. The relationship of this fact with long-range correlation in DNA is
stablished. Comparison between theoretical exponents and those obtained from
simulation and real sequences are also showed.
",v1,"Mon, 31 Aug 1998 19:12:08 GMT",,,31-08-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809002,A. Mary Selvam,A. M. Selvam,A Cell Dynamical System Model for Thundercloud Electrification,"17 pages, 1 figure",,,"Proc. 1988 Int'l. Conf. Lightning and Static Electricity, 26-28
  September 1989, University of Bath, U.K",chao-dyn nlin.CD,,"  A cell dynamical system model is developed for thundercloud electrification
by consideration of microscopic domain eddy dynamical processes in the
atmospheric boundary layer (ABL). This non-deterministic model based on
cellular automata computational technique enables formulation of simple scale
invariant governing equations for cloud electrical parameters in terms of
non-dimensional steady state mass and momentum fluxes in the ABL.
",v1,"Tue, 1 Sep 1998 09:17:43 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809003,A. Mary Selvam,A. M. Selvam,"Cantorian Fractal Spacetime and Quantum-like Chaos in Neural Networks of
  the Human Brain","16 Pages. Submitted for consideration of publication in ""Chaos,
  Solitons and Fractals""(1998)",,10.1016/S0960-0779(98)00240-9,,chao-dyn nlin.CD,,"  The neural networks of the human brain act as very efficient parallel
processing computers co-ordinating memory related responses to a multitude of
input signals from sensory organs. Information storage, update and appropriate
retrieval are controlled at the molecular level by the neuronal cytoskeleton
which serves as the internal communication network within neurons. Information
flow in the highly ordered parallel networks of the filamentous protein
polymers which make up the cytoskeleton may be compared to atmospheric flows
which exhibit long-range spatiotemporal correlations, i.e. long-term memory.
Such long-range spatiotemporal correlations are ubiquitous to real world
dynamical systems and is recently identified as signature of self-organized
criticality or chaos. The signatures of self-organized criticality i.e.
long-range temporal correlations have recently been identified in the
electrical activity of the brain. A recently developed non-deterministic cell
dynamical system model for atmospheric flows predicts the observed long-range
spatiotemporal correlations as intrinsic to quantum-like mechanics governing
flow dynamics. The model visualises large scale circulations to form as the
result of spatial integration of enclosed small scale perturbations with
intrinsic two-way ordered energy flow between the scales. Such a concept maybe
applied for the collection and integration of a multitude of signals at the
cytoskeletal level and manifested in activation of neurons in the macroscale.
The cytoskeleton networks inside neurons may be the elementary units of a
unified dynamic memory circulation network with intrinsic global response to
local stimuli.
",v1,"Wed, 2 Sep 1998 06:47:06 GMT",,,24-06-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809004,Thibaut Jonckheere,"T. Jonckheere, B. Gremaud and D. Delande",Spectral properties of non-hydrogenic atoms in weak external fields,"5 pages, 4 figures. To appear in Physical Review Letter",,10.1103/PhysRevLett.81.2442,,chao-dyn nlin.CD,,"  We study how the ionic core in a non-hydrogenic atom modifies the dynamics of
a Rydberg electron in the presence of a weak static external field. We show
that such a system is neither regular nor chaotic: its energy levels display
unusual statistical properties, intermediate between the standard Poisson and
Random Matrix ones. The ionic core acts as a scatterer whose size is comparable
to the de Broglie wavelength of the electron, inducing specific quantum
effects.
",v1,"Wed, 2 Sep 1998 13:54:19 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809005,Bruno Eckhardt,"B. Eckhardt (U Marburg, Germany)",Eigenvalue statistics in quantum ideal gases,"16 pages incl. figures, ignore warnings",,,,chao-dyn nlin.CD,,"  The eigenvalue statistics of quantum ideal gases with single particle
energies $e_n=n^\alpha$ are studied. A recursion relation for the partition
function allows to calculate the mean density of states from the asymptotic
expansion for the single particle density. For integer $\alpha>1$ one expects
and finds number theoretic degeneracies and deviations from the Poissonian
spacing distribution. By semiclassical arguments, the length spectrum of the
classical system is shown to be related to sums of integers to the power
$\alpha/(\alpha-1)$. In particular, for $\alpha=3/2$, the periodic orbits are
related to sums of cubes, for which one again expects number theoretic
degeneracies, with consequences for the two point correlation function.
",v1,"Fri, 4 Sep 1998 09:15:59 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809006,Lev Kaplan,L. Kaplan,Multiplicative semiclassical dynamics and the quantization time,"10 pages, 3 figures","Physical Review E 58, 2983 (1998)",10.1103/PhysRevE.58.2983,,chao-dyn nlin.CD,,"  We study smooth, caustic-free, chaotic semiclassical dynamics on
two-dimensional phase space and find that the dynamics can be approached by an
iterative procedure which constructs an approximation to the exact long-time
semiclassical propagator. Semiclassical propagation all the way to the
Heisenberg time, where individual eigenstates are resolved, can be computed in
polynomial time, obviating the need to sum over an exponentially large number
of classical paths. At long times, the dynamics becomes quantum-like, given by
a matrix of the same dimension as the quantum propagator. This matrix, however,
differs both from the quantum and the one-step semiclassical propagators,
allowing for the study of the breakdown of the semiclassical approximation. The
results shed light on the accuracy of the Gutzwiller trace formula in two
dimensions, and on the source of long-time periodic orbit correlations.
",v1,"Fri, 4 Sep 1998 21:32:10 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809007,Lev Kaplan,L. Kaplan,"Semiclassical dynamical localization and the multiplicative
  semiclassical propagator","4 pages, 3 figures; to appear in Physical Review Letters","Phys. Rev. Lett. 81, 3371 (1998).",10.1103/PhysRevLett.81.3371,,chao-dyn cond-mat nlin.CD,,"  We describe an iterative approach to computing long-time semiclassical
dynamics in the presence of chaos, which eliminates the need for summing over
an exponentially large number of classical paths, and has good convergence
properties even beyond the Heisenberg time. Long-time semiclassical properties
can be compared with those of the full quantum system. The method is used to
demonstrate semiclassical dynamical localization in one-dimensional classically
diffusive systems, showing that interference between classical paths is a
sufficient mechanism for limiting long-time phase space exploration.
",v1,"Fri, 4 Sep 1998 22:09:42 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809008,Lev Kaplan,L. Kaplan and E. J. Heller,Overcoming the wall in the semiclassical baker's map,"4 pages, 2 figures","Phys. Rev. Lett. 76, 1453 (1996)",10.1103/PhysRevLett.76.1453,,chao-dyn nlin.CD,,"  A major barrier in semiclassical calculations is the sheer number of terms
that contribute as time increases; for classically chaotic dynamics, the
proliferation is exponential. We have been able to overcome this ``exponential
wall'' for the baker's map, using an analogy with spin-chain partition
functions. The semiclassical sum is contracted so that only of order N T^(3/2)
operations are needed for an N-state system evolved for T time steps. This is
typically less than the computational load for quantum propagation, T N^2. This
method enables us to obtain semiclassical results up to the Heisenberg time,
which in our example would have required 10^90 terms if we were to evaluate the
sum exactly. This calculation in turn provides new insight as to the accuracy
of the semiclassical approximation at long times. The semiclassical result is
often correct; its breakdown is nonuniform.
",v1,"Fri, 4 Sep 1998 22:32:33 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809009,Soo-Young Lee,"Soo-Young Lee, Sunghwan Rim, Eui-Soon Yim, C. H. Lee","Correspondence between classical dynamics and energy level spacing
  distribution in the transition billiard systems","7 pages, 5 figures",,,,chao-dyn nlin.CD,,"  The Robnik billiard is investigated in detail both classically and quantally
in the transition range from integrable to almost chaotic system. We find out
that a remarkable correspondence between characteristic features of classical
dynamics, especially topological structure of integrable regions in the
Poincar\'{e} surface of section, and the statistics of energy level spacings
appears with a system parameter $\lambda$ being varied. It is shown that the
variance of the level spacing distribution changes its behavior at every
particular values of $\lambda$ in such a way that classical dynamics changes
its topological structure in the Poincar\'{e} surface of section, while the
skewness and the excess of the level spacings seem to be closely relevant to
the interface structure between integrable region and chaotic sea rather than
inner structure of intergrable regoin.
",v1,"Sat, 5 Sep 1998 14:31:13 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809010,Michael Chertkov,Michael Chertkov (Princeton),Passive advection in nonlinear medium,"7 pages, RevTeX",,10.1063/1.870087,,chao-dyn cond-mat.stat-mech nlin.CD physics.flu-dyn,,"  Forced advection of passive tracer, $\theta $, in nonlinear relaxational
medium by large scale (Batchelor problem) incompressible velocity field at
scales less than the correlation length of the flow and larger than the
diffusion scale is considered. Effective theory explaining small scale scalar
fluctuations is proven to be linear, asymptotic free (downscales from the scale
of the pumping) and universal. Only three parameters are required to decribe
exhaustively the small scale statistics of scalar difference: two
velocity-dependent ones, average and dispersion ($\bar{\lambda}$ and $\Delta $
respectively) of the exponential stretching rate of a trial line element, and
$\alpha $, standing for average rate of linear damping of small scale scalar
fluctuations. $\alpha $ is an explicit functional of potential chracterized
medium nonlinearity and amplitude of $\theta ^{2}$ flux pumped into the system.
Structure functions show an extremely anomalous, intermittent behavior:
$<|\delta \theta_{r}|^{q}> \sim r^{\xi_{q}}, \xi_{q} = \min {q,\sqrt{[
\frac{\bar{\lambda}}{\Delta}] ^{2} + \frac{2\alpha q}{\Delta}} -
\frac{\bar{\lambda}}{\Delta}}$. No dissipative anomaly is found in the problem.
",v1,"Fri, 11 Sep 1998 02:06:20 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809011,Lev Kaplan,L. Kaplan and E. J. Heller,Linear and Nonlinear Theory of Eigenfunction Scars,"20 pages, 11 figures","Annals of Physics 264, p. 171 (1998)",10.1006/aphy.1997.5773,,chao-dyn nlin.CD,,"  The theory of scarring of eigenfunctions of classically chaotic systems by
short periodic orbits is extended in several ways. The influence of short-time
linear recurrences on correlations and fluctuations at long times is
emphasized. We include the contribution to scarring of nonlinear recurrences
associated with homoclinic orbits, and treat the different scenarios of random
and nonrandom long-time recurrences. The importance of the local classical
structure around the periodic orbit is emphasized, and it is shown for an
optimal choice of test basis in phase space, scars must persist in the
semiclassical limit. The crucial role of symmetry is also discussed, which
together with the nonlinear recurrences gives a much improved account of the
actual strength of scars for given classical orbits and in individual
wavefunctions. Quantitative measures of scarring are provided and comparisons
are made with numerical data.
",v1,"Fri, 11 Sep 1998 23:20:01 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809012,Lev Kaplan,L. Kaplan,Wavefunction Intensity Statistics from Unstable Periodic Orbits,"4 pages, 2 figures","Physical Review Letters 80, 2582 (1998)",10.1103/PhysRevLett.80.2582,,chao-dyn cond-mat nlin.CD,,"  We examine the effect of short unstable periodic orbits on wavefunction
statistics in a classically chaotic system, and find that the tail of the
wavefunction intensity distribution in phase space is dominated by scarring
associated with the least unstable periodic orbits. In an ensemble average over
systems with classical orbits of different instabilities, a power law tail is
found, in sharp contrast to the exponential prediction of random matrix theory.
The calculations are compared with numerical data and quantitative agreement is
obtained
",v1,"Sat, 12 Sep 1998 19:58:07 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809013,Lev Kaplan,L. Kaplan,Scar and Antiscar Quantum Effects in Open Chaotic Systems,"12 pages, 8 figures; submitted to Physical Review E","Phys. Rev. E 59, 5325 (1999).",10.1103/PhysRevE.59.5325,,chao-dyn nlin.CD,,"  We predict and numerically observe strong periodic orbit effects in the
properties of open quantum systems with a chaotic classical limit. Antiscars
lead to a large number of exponentially narrow resonances when the opening is
located on a short unstable orbit of the closed system; the probability to
remain in the system at long times is thus exponentially enhanced over the
random matrix theory prediction. The distribution of resonance widths and the
probability to remain are quantitatively given in terms of only the stability
matrix of the orbit on which the opening is placed. The long-time remaining
probability density is non-trivially distributed over the available phase
space; it can be enhanced or suppressed near orbits other than the one on which
the lead is located, depending on the periods and classical actions of these
other orbits. These effects of the short periodic orbits on quantum decay rates
have no classical counterpart, and first appear on times scales much larger
than the Heisenberg time of the system. All the predictions are quantitatively
compared with numerical data.
",v1,"Sat, 12 Sep 1998 20:11:00 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809014,Kim S.-Y.,Sang-Yoon Kim and Bambi Hu,Critical Behavior of Period Doublings in Coupled Inverted Pendulums,"21 pages, RevTeX, 8 eps figures, to appear in the Dec. issue (1998)
  of Phys. Rev. E",,10.1103/PhysRevE.58.7231,,chao-dyn nlin.CD,,"  We study the critical behaviors of period doublings in N (N=2,3,4,...)
coupled inverted pendulums by varying the driving amplitude $A$ and the
coupling strength $c$. It is found that the critical behaviors depend on the
range of coupling interaction. In the extreme long-range case of global
coupling, in which each inverted pendulum is coupled to all the other ones with
equal strength, the zero-coupling critical point and an infinity of critical
line segments constitute the same critical set in the $A-c$ plane,
independently of $N$. However, for any other nonglobal-coupling cases of
shorter-range couplings, the structure of the critical set becomes different
from that for the global-coupling case, because of a significant change in the
stability diagram of periodic orbits born via period doublings. The critical
scaling behaviors on the critical set are also found to be the same as those
for the abstract system of the coupled one-dimensional maps.
",v1,"Thu, 17 Sep 1998 00:00:30 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809015,Amaury Mouchet,P. Leboeuf and A. Mouchet,"Normal forms and complex periodic orbits in semiclassical expansions of
  Hamiltonian systems","better ps figures available at http://www.phys.univ-tours.fr/~mouchet
  or on request to mouchet@celfi.phys.univ-tours.fr",,10.1006/aphy.1999.5916,,chao-dyn nlin.CD,,"  Bifurcations of periodic orbits as an external parameter is varied are a
characteristic feature of generic Hamiltonian systems. Meyer's classification
of normal forms provides a powerful tool to understand the structure of phase
space dynamics in their neighborhood. We provide a pedestrian presentation of
this classical theory and extend it by including systematically the periodic
orbits lying in the complex plane on each side of the bifurcation. This allows
for a more coherent and unified treatment of contributions of periodic orbits
in semiclassical expansions. The contribution of complex fixed points is find
to be exponentially small only for a particular type of bifurcation (the
extremal one). In all other cases complex orbits give rise to corrections in
powers of $\hbar$ and, unlike the former one, their contribution is hidden in
the ``shadow'' of a real periodic orbit.
",v1,"Fri, 18 Sep 1998 09:46:33 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809016,Bronius Kaulakys,B. Kaulakys,Maps for analysis of nonlinear dynamics,,"Nonlinear Analysis: Modelling and Control, Vilnius, IMI, No 2, p.
  43-58 (1998)",,,chao-dyn nlin.CD,,"  Area preserving maps provide the simplest and most accurate means to
visualize and quantify the behavior of nonlinear systems. Convenience of the
mapping equations of motion for investigation of transition to chaotic behavior
in dynamics of classical atom in microwave field, transition to nonchaotic
behavior in randomly driven systems and induced quantum dynamics of simple and
multilevel systems is demonstrated.
",v1,"Wed, 23 Sep 1998 08:38:28 GMT",,,23-05-2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9809017,Michael Kroyter,I. M. Khalatnikov and M. Kroyter,Instability and Chaos in Non-Linear Wave Interaction: a simple model,"16 pages, 4 figures",JETP v.88(3) p.626 (1999),10.1134/1.558838,TAUP-2523-98,chao-dyn cond-mat.stat-mech nlin.CD,,"  We analyze stability of a system which contains an harmonic oscillator
non-linearly coupled to its second harmonic, in the presence of a driving
force. It is found that there always exists a critical amplitude of the driving
force above which a loss of stability appears. The dependence of the critical
input power on the physical parameters is analyzed. For a driving force with
higher amplitude chaotic behavior is observed. Generalization to interactions
which include higher modes is discussed.
  Keywords: Non-Linear Waves, Stability, Chaos.
",v1,"Wed, 23 Sep 1998 15:37:31 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9810001,Itzhack Dana,"Itzhack Dana, Yaakov Rutman, and Mario Feingold","Band Husimi Distributions and the Classical-Quantum Correspondence on
  the Torus","31 REVTEX pages and 8 figures (14 GIF files and 8 PS files).
  Contact/Reply e-mail address: dana@mail.biu.ac.il. To appear in Physical
  Review E, Vol. 58 (November 1998)",,10.1103/PhysRevE.58.5655,,chao-dyn cond-mat.mes-hall nlin.CD quant-ph,,"  Band Husimi distributions (BHDs) are introduced in the quantum-chaos problem
on a toral phase space. In the framework of this phase space, a quantum state
must satisfy Bloch boundary conditions (BCs) on a torus and the spectrum
consists of a finite number of levels for given BCs. As the BCs are varied, a
level broadens into a band. The BHD for a band is defined as the uniform
average of the Husimi distributions for all the eigenstates in the band. The
generalized BHD for a set of adjacent bands is the average of the BHDs
associated with these bands. BHDs are shown to be closer, in several aspects,
to classical distributions than Husimi distributions for individual
eigenstates. The generalized BHD for two adjacent bands is shown to be
approximately conserved in the passage through a degeneracy between the bands
as a nonintegrability parameter is varied. Finally, it is shown how generalized
BHDs can be defined so as to achieve physical continuity under small variations
of the scaled Planck constant. A generalization of the topological
(Chern-index) characterization of the classical-quantum correspondence is then
obtained.
",v1,"Sun, 27 Sep 1998 19:25:44 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9810002,Lev Kaplan,L. Kaplan and E. J. Heller,Weak Quantum Ergodicity,"12 pages, 11 figures","Physica D 121, 1 (1998)",10.1016/S0167-2789(98)00156-0,,chao-dyn nlin.CD,,"  We examine the consequences of classical ergodicity for the localization
properties of individual quantum eigenstates in the classical limit. We note
that the well known Schnirelman result is a weaker form of quantum ergodicity
than the one implied by random matrix theory. This suggests the possibility of
systems with non-gaussian random eigenstates which are nonetheless ergodic in
the sense of Schnirelman and lead to ergodic transport in the classical limit.
These we call ""weakly quantum ergodic.'' Indeed for a class of ""slow ergodic""
classical systems, it is found that each eigenstate becomes localized to an
ever decreasing fraction of the available state space, in the semiclassical
limit. Nevertheless, each eigenstate in this limit covers phase space evenly on
any classical scale, and long-time transport properties betwen individual
quantum states remain ergodic due to the diffractive effects which dominate
quantum phase space exploration.
",v1,"Fri, 25 Sep 1998 19:24:36 GMT",,,14-08-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9810003,Kamenev D. I.,"V. Ya. Demikhovskii, D. I. Kamenev, G. A. Luna-Acosta",Quantum weak chaos in a degenerate system,"21 pages RevTex, 8 figures in GIF format. Accepted to Phys. Rev E","Phys. Rev. E, 59 (1999), 294",10.1103/PhysRevE.59.294,,chao-dyn cond-mat nlin.CD quant-ph,,"  Quantum weak chaos is studied in a perturbed degenerate system --- a charged
particle interacting with a monochromatic wave in a transverse magnetic field.
The evolution operator for an arbitrary number of periods of the external field
is built and its structure is explored in terms of the QE (quasienergy
eigenstates) under resonance condition (wave frequency $=$ cyclotron frequency)
in the regime of weak classical chaos. The new phenomenon of diffusion via the
quantum separatrices and the influence of chaos on diffusion are investigated
and, in the quasi classical limit, compared with its classical dynamics. We
determine the crossover from purely quantum diffusion to a diffusion which is
the quantum manifestation of classical diffusion along the stochastic web. This
crossover results from the non-monotonic dependence of the characteristic
localization length of the QE states on the wave amplitude. The width of the
quantum separatrices was computed and compared with the width of the classical
stochastic web. We give the physical parameters which can be realized
experimentally to show the manifestation of quantum chaos in nonlinear acoustic
resonance.
",v1,"Sun, 27 Sep 1998 07:30:35 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chao-dyn/9810004,Krzysztof Sacha,Krzysztof Sacha and Jakub Zakrzewski,"H atom in elliptically polarized microwaves: Semiclassical versus
  quantum resonant dynamics","15 pages, 5 figures, to appear in Phys. Rev. A","Phys. Rev. A58, 3974 (1998).",10.1103/PhysRevA.58.3974,,chao-dyn nlin.CD physics.atom-ph,,"  The dynamics of Rydberg states of atomic hydrogen illuminated by resonant
elliptically polarized microwaves is investigated both semiclassically and
quantum mechanically in a simplified two-dimensional model of an atom.
Semiclassical predictions for quasienergies of the system are found to be in a
very good agreement with exact quantum data enabling a classification of
possible types of motion and their dynamics with the change of the ellipticity
of the microwaves. Particular attention is paid to the dynamics of the
nonspreading wave packet states which are found to exist for an arbitrary
microwave polarization.
",v1,"Tue, 29 Sep 1998 11:00:43 GMT",,,31-10-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
